origen,destino,peso
Camila Musante,Eduardo Cerna,1
Camila Musante,Ejecutivo,1
Camila Musante,Estado,1
Camila Musante,Gobierno feminista,1
Camila Musante,Gobierno.,1
Camila Musante,IND.-UDI,1
Camila Musante,Inteligencia,1
Camila Musante,Joanna Pérez,2
Camila Musante,Manuel Monsalve,3
Camila Musante,Marcelo Araya,1
Camila Musante,Marlene Pérez,1
Camila Musante,Miguel Mellado,3
Camila Musante,Monsalve,3
Camila Musante,Partido Social Cristiano,1
Camila Musante,Policía e Investigaciones,1
Camila Musante,Roberto Arroyo,1
Carabineros,Carla Morales,1
Carabineros,Carolina Tohá,8
Carabineros,Comisión Investigadora,1
Carabineros,Cristina Vilches,2
Carabineros,Eduardo Cerna,1
Carabineros,Ejecutivo,2
Carabineros,Estado,1
Carabineros,Gobierno feminista,1
Carabineros,Gobierno.,1
Carabineros,IND.-UDI,1
Carabineros,Inteligencia,2
Carabineros,Joanna Pérez,1
Carabineros,Manuel Monsalve,2
Carabineros,Marcelo Araya,4
Carabineros,Marlene Pérez,1
Carabineros,Miguel Mellado,1
Carabineros,Monsalve,3
Carabineros,Partido Social Cristiano,1
Carabineros,Policía e Investigaciones,1
Carabineros,Roberto Arroyo,1
Carla Morales,Carolina Tohá,1
Carla Morales,Comisión Investigadora,1
Carla Morales,Cristina Vilches,1
Carla Morales,Eduardo Cerna,1
Carla Morales,Ejecutivo,1
Carla Morales,Estado,1
Carla Morales,Gobierno feminista,1
Carla Morales,Gobierno.,1
Carla Morales,IND.-UDI,1
Carla Morales,Inteligencia,1
Carla Morales,Joanna Pérez,2
Carla Morales,Manuel Monsalve,2
Carla Morales,Marcelo Araya,1
Carla Morales,Marlene Pérez,1
Carla Morales,Miguel Mellado,2
Carla Morales,Monsalve,2
Carla Morales,Partido Social Cristiano,1
Carla Morales,Policía e Investigaciones,1
Carla Morales,Roberto Arroyo,1
Carolina Tohá,Comisión Investigadora,1
Carolina Tohá,Cristina Vilches,1
Carolina Tohá,Eduardo Cerna,2
Carolina Tohá,Ejecutivo,8
Carolina Tohá,Estado,2
Carolina Tohá,Gobierno feminista,1
Carolina Tohá,Gobierno.,1
Carolina Tohá,IND.-UDI,1
Carolina Tohá,Inteligencia,1
Carolina Tohá,Joanna Pérez,1
Carolina Tohá,Manuel Monsalve,1
Carolina Tohá,Marcelo Araya,1
Carolina Tohá,Marlene Pérez,1
Carolina Tohá,Miguel Mellado,1
Carolina Tohá,Monsalve,1
Carolina Tohá,Partido Social Cristiano,2
Carolina Tohá,Policía e Investigaciones,1
Carolina Tohá,Roberto Arroyo,1
Comisión Investigadora,Cristina Vilches,2
Comisión Investigadora,Eduardo Cerna,2
Comisión Investigadora,Ejecutivo,2
Comisión Investigadora,Estado,1
Comisión Investigadora,Gobierno feminista,1
Comisión Investigadora,Gobierno.,1
Comisión Investigadora,IND.-UDI,1
Comisión Investigadora,Inteligencia,2
Comisión Investigadora,Joanna Pérez,1
Comisión Investigadora,Manuel Monsalve,2
Comisión Investigadora,Marcelo Araya,1
Comisión Investigadora,Marlene Pérez,1
Comisión Investigadora,Miguel Mellado,2
Comisión Investigadora,Monsalve,2
Comisión Investigadora,Partido Social Cristiano,1
Comisión Investigadora,Policía e Investigaciones,1
Comisión Investigadora,Roberto Arroyo,1
Cristina Vilches,Eduardo Cerna,2
Cristina Vilches,Ejecutivo,1
Cristina Vilches,Estado,1
Cristina Vilches,Gobierno feminista,1
Cristina Vilches,Gobierno.,1
Cristina Vilches,IND.-UDI,1
Cristina Vilches,Inteligencia,3
Cristina Vilches,Joanna Pérez,1
Cristina Vilches,Manuel Monsalve,2
Cristina Vilches,Marcelo Araya,2
Cristina Vilches,Marlene Pérez,1
Cristina Vilches,Miguel Mellado,2
Cristina Vilches,Monsalve,3
Cristina Vilches,Partido Social Cristiano,1
Cristina Vilches,Policía e Investigaciones,1
Cristina Vilches,Roberto Arroyo,1
Eduardo Cerna,Ejecutivo,1
Eduardo Cerna,Estado,2
Eduardo Cerna,Gobierno feminista,1
Eduardo Cerna,Gobierno.,1
Eduardo Cerna,IND.-UDI,1
Eduardo Cerna,Inteligencia,2
Eduardo Cerna,Joanna Pérez,1
Eduardo Cerna,Manuel Monsalve,2
Eduardo Cerna,Marcelo Araya,1
Eduardo Cerna,Marlene Pérez,1
Eduardo Cerna,Miguel Mellado,2
Eduardo Cerna,Monsalve,2
Eduardo Cerna,Partido Social Cristiano,1
Eduardo Cerna,Policía e Investigaciones,1
Eduardo Cerna,Roberto Arroyo,1
Ejecutivo,Gobierno feminista,1
Ejecutivo,Gobierno.,1
Ejecutivo,IND.-UDI,1
Ejecutivo,Inteligencia,1
Ejecutivo,Joanna Pérez,1
Ejecutivo,Manuel Monsalve,1
Ejecutivo,Marcelo Araya,1
Ejecutivo,Marlene Pérez,1
Ejecutivo,Miguel Mellado,1
Ejecutivo,Monsalve,1
Ejecutivo,Partido Social Cristiano,1
Ejecutivo,Policía e Investigaciones,1
Ejecutivo,Roberto Arroyo,1
Estado,Gobierno feminista,1
Estado,Gobierno.,1
Estado,IND.-UDI,1
Estado,Inteligencia,1
Estado,Joanna Pérez,1
Estado,Manuel Monsalve,1
Estado,Marcelo Araya,1
Estado,Marlene Pérez,1
Estado,Miguel Mellado,2
Estado,Monsalve,1
Estado,Partido Social Cristiano,1
Estado,Policía e Investigaciones,1
Estado,Roberto Arroyo,1
Gobierno feminista,Gobierno.,1
Gobierno feminista,IND.-UDI,1
Gobierno feminista,Inteligencia,1
Gobierno feminista,Joanna Pérez,1
Gobierno feminista,Manuel Monsalve,1
Gobierno feminista,Marcelo Araya,1
Gobierno feminista,Marlene Pérez,1
Gobierno feminista,Miguel Mellado,1
Gobierno feminista,Monsalve,1
Gobierno feminista,Partido Social Cristiano,1
Gobierno feminista,Policía e Investigaciones,1
Gobierno feminista,Roberto Arroyo,1
Gobierno.,IND.-UDI,1
Gobierno.,Inteligencia,1
Gobierno.,Joanna Pérez,1
Gobierno.,Manuel Monsalve,1
Gobierno.,Marcelo Araya,1
Gobierno.,Marlene Pérez,1
Gobierno.,Miguel Mellado,1
Gobierno.,Monsalve,1
Gobierno.,Partido Social Cristiano,1
Gobierno.,Policía e Investigaciones,1
Gobierno.,Roberto Arroyo,1
IND.-UDI,Inteligencia,1
IND.-UDI,Joanna Pérez,1
IND.-UDI,Manuel Monsalve,1
IND.-UDI,Marcelo Araya,1
IND.-UDI,Marlene Pérez,1
IND.-UDI,Miguel Mellado,1
IND.-UDI,Monsalve,1
IND.-UDI,Partido Social Cristiano,1
IND.-UDI,Policía e Investigaciones,1
IND.-UDI,Roberto Arroyo,1
Inteligencia,Joanna Pérez,1
Inteligencia,Manuel Monsalve,2
Inteligencia,Marcelo Araya,2
Inteligencia,Marlene Pérez,1
Inteligencia,Miguel Mellado,2
Inteligencia,Monsalve,3
Inteligencia,Partido Social Cristiano,1
Inteligencia,Policía e Investigaciones,1
Inteligencia,Roberto Arroyo,1
Joanna Pérez,Manuel Monsalve,2
Joanna Pérez,Marcelo Araya,1
Joanna Pérez,Marlene Pérez,1
Joanna Pérez,Miguel Mellado,2
Joanna Pérez,Monsalve,2
Joanna Pérez,Partido Social Cristiano,1
Joanna Pérez,Policía e Investigaciones,1
Joanna Pérez,Roberto Arroyo,1
Manuel Monsalve,Marcelo Araya,2
Manuel Monsalve,Marlene Pérez,1
Manuel Monsalve,Miguel Mellado,6
Manuel Monsalve,Monsalve,10
Manuel Monsalve,Partido Social Cristiano,1
Manuel Monsalve,Policía e Investigaciones,1
Manuel Monsalve,Roberto Arroyo,1
Marcelo Araya,Marlene Pérez,1
Marcelo Araya,Miguel Mellado,1
Marcelo Araya,Monsalve,3
Marcelo Araya,Partido Social Cristiano,1
Marcelo Araya,Policía e Investigaciones,1
Marcelo Araya,Roberto Arroyo,1
Marlene Pérez,Miguel Mellado,1
Marlene Pérez,Monsalve,1
Marlene Pérez,Partido Social Cristiano,1
Marlene Pérez,Policía e Investigaciones,1
Marlene Pérez,Roberto Arroyo,1
Miguel Mellado,Monsalve,8
Miguel Mellado,Partido Social Cristiano,2
Miguel Mellado,Policía e Investigaciones,1
Miguel Mellado,Roberto Arroyo,1
Monsalve,Partido Social Cristiano,1
Monsalve,Policía e Investigaciones,1
Monsalve,Roberto Arroyo,1
Partido Social Cristiano,Policía e Investigaciones,1
Partido Social Cristiano,Roberto Arroyo,1
Policía e Investigaciones,Roberto Arroyo,1
Ejecutivo,FACh,1
Ejecutivo,Fuerza Aérea de Chile,1
Ejecutivo,Henríquez,1
Ejecutivo,Natalia Henríquez,1
Ejecutivo,Natalia Henríquez Bravo,1
FACh,Fuerza Aérea de Chile,1
FACh,Henríquez,1
FACh,Natalia Henríquez,1
FACh,Natalia Henríquez Bravo,1
Fuerza Aérea de Chile,Henríquez,1
Fuerza Aérea de Chile,Natalia Henríquez,1
Fuerza Aérea de Chile,Natalia Henríquez Bravo,1
Henríquez,Natalia Henríquez,1
Henríquez,Natalia Henríquez Bravo,1
Natalia Henríquez,Natalia Henríquez Bravo,1
APEC,Administración Pública,1
APEC,Alberto van Klaveren,1
APEC,Alejandro Salvador Fernández Allende,1
APEC,Allende,1
APEC,"Allende""",1
APEC,Boric,1
APEC,Carmen Paz Allende Bussi,1
APEC,Duval,1
APEC,Emol Marco Moreno,1
APEC,Gabriel Boric,1
APEC,Gobierno,1
APEC,Griggs,1
APEC,Herrera,1
APEC,Isabel Allende,1
APEC,Mandatario,1
APEC,Mario Herrera,1
APEC,Maya Fernández,1
APEC,Monsalve,1
APEC,Presidente,1
APEC,Primero,1
APEC,Salvador Allende,1
APEC,Thomas Griggs,1
APEC,Tomás Duval,1
APEC,Universidad Autónoma,1
APEC,Universidad Central,1
APEC,Universidad de O'Higgins,1
APEC,Waiver,1
Administración Pública,Alberto van Klaveren,1
Administración Pública,Alejandro Salvador Fernández Allende,1
Administración Pública,Allende,1
Administración Pública,"Allende""",1
Administración Pública,Boric,1
Administración Pública,Carmen Paz Allende Bussi,1
Administración Pública,Duval,1
Administración Pública,Emol Marco Moreno,1
Administración Pública,Gabriel Boric,1
Administración Pública,Gobierno,1
Administración Pública,Griggs,1
Administración Pública,Herrera,1
Administración Pública,Isabel Allende,1
Administración Pública,Mandatario,1
Administración Pública,Mario Herrera,1
Administración Pública,Maya Fernández,1
Administración Pública,Monsalve,1
Administración Pública,Presidente,1
Administración Pública,Primero,1
Administración Pública,Salvador Allende,1
Administración Pública,Thomas Griggs,1
Administración Pública,Tomás Duval,1
Administración Pública,Universidad Autónoma,1
Administración Pública,Universidad Central,1
Administración Pública,Universidad de O'Higgins,1
Administración Pública,Waiver,1
Alberto van Klaveren,Alejandro Salvador Fernández Allende,1
Alberto van Klaveren,Allende,1
Alberto van Klaveren,"Allende""",1
Alberto van Klaveren,Boric,1
Alberto van Klaveren,Carmen Paz Allende Bussi,1
Alberto van Klaveren,Duval,1
Alberto van Klaveren,Emol Marco Moreno,1
Alberto van Klaveren,Gabriel Boric,2
Alberto van Klaveren,Gobierno,1
Alberto van Klaveren,Griggs,1
Alberto van Klaveren,Herrera,1
Alberto van Klaveren,Isabel Allende,1
Alberto van Klaveren,Mandatario,2
Alberto van Klaveren,Mario Herrera,1
Alberto van Klaveren,Maya Fernández,1
Alberto van Klaveren,Monsalve,1
Alberto van Klaveren,Presidente,2
Alberto van Klaveren,Primero,1
Alberto van Klaveren,Salvador Allende,1
Alberto van Klaveren,Thomas Griggs,1
Alberto van Klaveren,Tomás Duval,1
Alberto van Klaveren,Universidad Autónoma,1
Alberto van Klaveren,Universidad Central,1
Alberto van Klaveren,Universidad de O'Higgins,1
Alberto van Klaveren,Waiver,1
Alejandro Salvador Fernández Allende,"Allende""",1
Alejandro Salvador Fernández Allende,Duval,1
Alejandro Salvador Fernández Allende,Emol Marco Moreno,1
Alejandro Salvador Fernández Allende,Gobierno,1
Alejandro Salvador Fernández Allende,Griggs,1
Alejandro Salvador Fernández Allende,Herrera,1
Alejandro Salvador Fernández Allende,Mario Herrera,1
Alejandro Salvador Fernández Allende,Monsalve,1
Alejandro Salvador Fernández Allende,Primero,1
Alejandro Salvador Fernández Allende,Thomas Griggs,1
Alejandro Salvador Fernández Allende,Tomás Duval,1
Alejandro Salvador Fernández Allende,Universidad Autónoma,1
Alejandro Salvador Fernández Allende,Universidad Central,1
Alejandro Salvador Fernández Allende,Universidad de O'Higgins,1
Alejandro Salvador Fernández Allende,Waiver,1
Allende,Duval,1
Allende,Emol Marco Moreno,1
Allende,Gobierno,4
Allende,Griggs,1
Allende,Herrera,1
Allende,Mario Herrera,1
Allende,Monsalve,1
Allende,Primero,1
Allende,Thomas Griggs,1
Allende,Tomás Duval,1
Allende,Universidad Autónoma,1
Allende,Universidad Central,1
Allende,Universidad de O'Higgins,1
Allende,Waiver,1
"Allende""",Boric,1
"Allende""",Carmen Paz Allende Bussi,1
"Allende""",Duval,1
"Allende""",Emol Marco Moreno,1
"Allende""",Gobierno,1
"Allende""",Griggs,1
"Allende""",Herrera,1
"Allende""",Mario Herrera,1
"Allende""",Maya Fernández,3
"Allende""",Monsalve,1
"Allende""",Presidente,3
"Allende""",Primero,1
"Allende""",Thomas Griggs,1
"Allende""",Tomás Duval,1
"Allende""",Universidad Autónoma,1
"Allende""",Universidad Central,1
"Allende""",Universidad de O'Higgins,1
"Allende""",Waiver,1
Boric,Duval,2
Boric,Emol Marco Moreno,1
Boric,Gobierno,3
Boric,Griggs,1
Boric,Herrera,1
Boric,Mario Herrera,1
Boric,Monsalve,4
Boric,Primero,4
Boric,Thomas Griggs,1
Boric,Tomás Duval,2
Boric,Universidad Autónoma,2
Boric,Universidad Central,3
Boric,Universidad de O'Higgins,1
Boric,Waiver,1
Carmen Paz Allende Bussi,Duval,1
Carmen Paz Allende Bussi,Emol Marco Moreno,1
Carmen Paz Allende Bussi,Gobierno,1
Carmen Paz Allende Bussi,Griggs,1
Carmen Paz Allende Bussi,Herrera,1
Carmen Paz Allende Bussi,Mario Herrera,1
Carmen Paz Allende Bussi,Monsalve,1
Carmen Paz Allende Bussi,Primero,1
Carmen Paz Allende Bussi,Thomas Griggs,1
Carmen Paz Allende Bussi,Tomás Duval,1
Carmen Paz Allende Bussi,Universidad Autónoma,1
Carmen Paz Allende Bussi,Universidad Central,1
Carmen Paz Allende Bussi,Universidad de O'Higgins,1
Carmen Paz Allende Bussi,Waiver,1
Duval,Emol Marco Moreno,1
Duval,Gabriel Boric,2
Duval,Gobierno,1
Duval,Griggs,1
Duval,Herrera,1
Duval,Isabel Allende,1
Duval,Mandatario,2
Duval,Mario Herrera,1
Duval,Maya Fernández,1
Duval,Monsalve,1
Duval,Presidente,2
Duval,Primero,1
Duval,Salvador Allende,1
Duval,Thomas Griggs,1
Duval,Tomás Duval,2
Duval,Universidad Autónoma,2
Duval,Universidad Central,2
Duval,Universidad de O'Higgins,1
Duval,Waiver,1
Emol Marco Moreno,Gabriel Boric,1
Emol Marco Moreno,Gobierno,1
Emol Marco Moreno,Griggs,1
Emol Marco Moreno,Herrera,1
Emol Marco Moreno,Isabel Allende,1
Emol Marco Moreno,Mandatario,1
Emol Marco Moreno,Mario Herrera,1
Emol Marco Moreno,Maya Fernández,1
Emol Marco Moreno,Monsalve,1
Emol Marco Moreno,Presidente,1
Emol Marco Moreno,Primero,1
Emol Marco Moreno,Salvador Allende,1
Emol Marco Moreno,Thomas Griggs,1
Emol Marco Moreno,Tomás Duval,1
Emol Marco Moreno,Universidad Autónoma,1
Emol Marco Moreno,Universidad Central,1
Emol Marco Moreno,Universidad de O'Higgins,1
Emol Marco Moreno,Waiver,1
Gabriel Boric,Gobierno,4
Gabriel Boric,Griggs,1
Gabriel Boric,Herrera,1
Gabriel Boric,Mario Herrera,1
Gabriel Boric,Monsalve,7
Gabriel Boric,Primero,4
Gabriel Boric,Thomas Griggs,1
Gabriel Boric,Tomás Duval,2
Gabriel Boric,Universidad Autónoma,2
Gabriel Boric,Universidad Central,3
Gabriel Boric,Universidad de O'Higgins,1
Gabriel Boric,Waiver,1
Gobierno,Griggs,1
Gobierno,Herrera,1
Gobierno,Isabel Allende,3
Gobierno,Mandatario,4
Gobierno,Mario Herrera,1
Gobierno,Maya Fernández,4
Gobierno,Monsalve,1
Gobierno,Presidente,5
Gobierno,Primero,1
Gobierno,Salvador Allende,4
Gobierno,Thomas Griggs,1
Gobierno,Tomás Duval,1
Gobierno,Universidad Autónoma,1
Gobierno,Universidad Central,1
Gobierno,Universidad de O'Higgins,1
Gobierno,Waiver,1
Griggs,Herrera,1
Griggs,Isabel Allende,1
Griggs,Mandatario,1
Griggs,Mario Herrera,1
Griggs,Maya Fernández,1
Griggs,Monsalve,1
Griggs,Presidente,1
Griggs,Primero,1
Griggs,Salvador Allende,1
Griggs,Thomas Griggs,1
Griggs,Tomás Duval,1
Griggs,Universidad Autónoma,1
Griggs,Universidad Central,1
Griggs,Universidad de O'Higgins,1
Griggs,Waiver,1
Herrera,Isabel Allende,1
Herrera,Mandatario,1
Herrera,Mario Herrera,1
Herrera,Maya Fernández,1
Herrera,Monsalve,1
Herrera,Presidente,1
Herrera,Primero,1
Herrera,Salvador Allende,1
Herrera,Thomas Griggs,1
Herrera,Tomás Duval,1
Herrera,Universidad Autónoma,1
Herrera,Universidad Central,1
Herrera,Universidad de O'Higgins,1
Herrera,Waiver,1
Isabel Allende,Mario Herrera,1
Isabel Allende,Monsalve,1
Isabel Allende,Primero,1
Isabel Allende,Thomas Griggs,1
Isabel Allende,Tomás Duval,1
Isabel Allende,Universidad Autónoma,1
Isabel Allende,Universidad Central,2
Isabel Allende,Universidad de O'Higgins,1
Isabel Allende,Waiver,1
Mandatario,Mario Herrera,1
Mandatario,Monsalve,3
Mandatario,Primero,2
Mandatario,Thomas Griggs,1
Mandatario,Tomás Duval,2
Mandatario,Universidad Autónoma,2
Mandatario,Universidad Central,3
Mandatario,Universidad de O'Higgins,1
Mandatario,Waiver,1
Mario Herrera,Maya Fernández,1
Mario Herrera,Monsalve,1
Mario Herrera,Presidente,1
Mario Herrera,Primero,1
Mario Herrera,Salvador Allende,1
Mario Herrera,Thomas Griggs,1
Mario Herrera,Tomás Duval,1
Mario Herrera,Universidad Autónoma,1
Mario Herrera,Universidad Central,1
Mario Herrera,Universidad de O'Higgins,1
Mario Herrera,Waiver,1
Maya Fernández,Monsalve,1
Maya Fernández,Primero,3
Maya Fernández,Thomas Griggs,1
Maya Fernández,Tomás Duval,1
Maya Fernández,Universidad Autónoma,1
Maya Fernández,Universidad Central,1
Maya Fernández,Universidad de O'Higgins,1
Maya Fernández,Waiver,1
Monsalve,Presidente,8
Monsalve,Primero,1
Monsalve,Salvador Allende,1
Monsalve,Thomas Griggs,1
Monsalve,Tomás Duval,1
Monsalve,Universidad Autónoma,1
Monsalve,Universidad Central,1
Monsalve,Universidad de O'Higgins,1
Monsalve,Waiver,1
Presidente,Primero,2
Presidente,Thomas Griggs,1
Presidente,Tomás Duval,2
Presidente,Universidad Autónoma,3
Presidente,Universidad Central,3
Presidente,Universidad de O'Higgins,1
Presidente,Waiver,1
Primero,Salvador Allende,1
Primero,Thomas Griggs,1
Primero,Tomás Duval,1
Primero,Universidad Autónoma,1
Primero,Universidad Central,1
Primero,Universidad de O'Higgins,1
Primero,Waiver,1
Salvador Allende,Thomas Griggs,1
Salvador Allende,Tomás Duval,1
Salvador Allende,Universidad Autónoma,1
Salvador Allende,Universidad Central,1
Salvador Allende,Universidad de O'Higgins,1
Salvador Allende,Waiver,1
Thomas Griggs,Tomás Duval,1
Thomas Griggs,Universidad Autónoma,1
Thomas Griggs,Universidad Central,1
Thomas Griggs,Universidad de O'Higgins,1
Thomas Griggs,Waiver,1
Tomás Duval,Universidad Autónoma,3
Tomás Duval,Universidad Central,2
Tomás Duval,Universidad de O'Higgins,1
Tomás Duval,Waiver,1
Universidad Autónoma,Universidad Central,2
Universidad Autónoma,Universidad de O'Higgins,1
Universidad Autónoma,Waiver,1
Universidad Central,Universidad de O'Higgins,1
Universidad Central,Waiver,1
Universidad de O'Higgins,Waiver,1
Amundsen-Scott,"Argentina""",1
Amundsen-Scott,BBC.En Brasil,1
Amundsen-Scott,Boric,1
Amundsen-Scott,DW Español,1
Amundsen-Scott,Fuerza Aérea de Chile,1
Amundsen-Scott,Gabriel Boric,1
Amundsen-Scott,Gino Casassa,1
Amundsen-Scott,Gloria de la Fuente,1
Amundsen-Scott,Instituto Antártico Chileno,1
Amundsen-Scott,"Javier Milei""",1
Amundsen-Scott,Maya Fernández,1
Amundsen-Scott,Misa Rojas,1
Amundsen-Scott,Presidente Boric,1
Amundsen-Scott,Primero,1
"Argentina""",BBC.En Brasil,1
"Argentina""",Boric,1
"Argentina""",DW Español,1
"Argentina""",Fuerza Aérea de Chile,1
"Argentina""",Gabriel Boric,1
"Argentina""",Gino Casassa,1
"Argentina""",Gloria de la Fuente,1
"Argentina""",Instituto Antártico Chileno,1
"Argentina""","Javier Milei""",1
"Argentina""",Maya Fernández,1
"Argentina""",Misa Rojas,1
"Argentina""",Presidente Boric,1
"Argentina""",Primero,1
BBC.En Brasil,Boric,1
BBC.En Brasil,DW Español,1
BBC.En Brasil,Fuerza Aérea de Chile,1
BBC.En Brasil,Gabriel Boric,1
BBC.En Brasil,Gino Casassa,1
BBC.En Brasil,Gloria de la Fuente,1
BBC.En Brasil,Instituto Antártico Chileno,1
BBC.En Brasil,"Javier Milei""",1
BBC.En Brasil,Maya Fernández,1
BBC.En Brasil,Misa Rojas,1
BBC.En Brasil,Presidente Boric,1
BBC.En Brasil,Primero,1
Boric,DW Español,1
Boric,Fuerza Aérea de Chile,1
Boric,Gino Casassa,1
Boric,Gloria de la Fuente,1
Boric,Instituto Antártico Chileno,1
Boric,"Javier Milei""",1
Boric,Misa Rojas,1
DW Español,Fuerza Aérea de Chile,1
DW Español,Gabriel Boric,1
DW Español,Gino Casassa,1
DW Español,Gloria de la Fuente,1
DW Español,Instituto Antártico Chileno,1
DW Español,"Javier Milei""",1
DW Español,Maya Fernández,1
DW Español,Misa Rojas,1
DW Español,Presidente Boric,1
DW Español,Primero,1
Fuerza Aérea de Chile,Gabriel Boric,1
Fuerza Aérea de Chile,Gino Casassa,1
Fuerza Aérea de Chile,Gloria de la Fuente,1
Fuerza Aérea de Chile,Instituto Antártico Chileno,1
Fuerza Aérea de Chile,"Javier Milei""",1
Fuerza Aérea de Chile,Maya Fernández,1
Fuerza Aérea de Chile,Misa Rojas,1
Fuerza Aérea de Chile,Presidente Boric,1
Fuerza Aérea de Chile,Primero,1
Gabriel Boric,Gino Casassa,1
Gabriel Boric,Gloria de la Fuente,1
Gabriel Boric,Instituto Antártico Chileno,1
Gabriel Boric,"Javier Milei""",1
